,0
5797,149
5798,313
5799,286
5800,85
5801,9
5802,84
5803,264
5804,259
5805,194
5806,288
5807,38
5808,308
5809,801
5810,164
5811,622
5812,309
5813,118
5814,89
5815,190
5816,177
5817,682
5818,41
5819,71
5820,380
5821,230
5822,159
5823,155
5824,22
5825,361
5826,258
5827,1
5828,202
5829,127
5830,230
5831,170
5832,308
5833,118
5834,47
5835,203
5836,5
5837,121
5838,127
5839,181
5840,5
5841,284
5842,389
5843,343
5844,200
5845,394
5846,586
5847,16
5848,96
5849,179
5850,9
5851,42
5852,385
5853,206
5854,224
5855,615
5856,585
5857,30
5858,12
5859,164
5860,528
5861,400
5862,13
5863,265
5864,238
5865,62
5866,17
5867,36
5868,276
5869,87
5870,134
5871,377
5872,147
5873,7
5874,623
5875,149
5876,146
5877,62
5878,24
5879,23
5880,98
5881,71
5882,417
5883,347
5884,120
5885,258
5886,15
5887,3
5888,14
5889,29
5890,303
5891,146
5892,319
5893,672
5894,306
5895,2
5896,202
5897,28
5898,18
5899,330
5900,155
5901,83
5902,218
5903,7
5904,61
5905,169
5906,146
5907,476
5908,33
5909,248
5910,94
5911,179
5912,744
5913,10
5914,95
5915,491
5916,2
5917,98
5918,180
5919,151
5920,224
5921,483
5922,399
5923,18
5924,117
5925,258
5926,143
5927,39
5928,3
5929,214
5930,234
5931,292
5932,100
5933,127
5934,5
5935,50
5936,73
5937,731
5938,124
5939,52
5940,659
5941,638
5942,105
5943,161
5944,439
5945,480
5946,529
5947,69
5948,264
5949,36
5950,24
5951,519
5952,320
5953,507
5954,224
5955,32
5956,245
5957,367
5958,221
5959,9
5960,159
5961,357
5962,13
5963,193
5964,397
5965,105
5966,130
5967,60
5968,99
5969,4
5970,208
5971,171
5972,15
5973,304
5974,395
5975,201
5976,111
5977,337
5978,2
5979,99
5980,136
5981,141
5982,119
5983,356
5984,59
5985,671
5986,10
5987,273
5988,76
5989,345
5990,225
5991,330
5992,77
5993,2
5994,343
5995,244
5996,817
5997,48
5998,360
5999,49
6000,23
6001,210
6002,11
6003,119
6004,35
6005,83
6006,28
6007,13
6008,116
6009,359
6010,458
6011,278
6012,731
6013,110
6014,157
6015,387
6016,823
6017,341
6018,839
6019,514
6020,217
6021,86
6022,713
6023,283
6024,374
6025,197
6026,325
6027,518
6028,89
6029,233
6030,235
6031,71
6032,325
6033,372
6034,80
6035,5
6036,320
6037,120
6038,218
6039,51
6040,195
6041,598
6042,113
6043,13
6044,116
6045,1
6046,170
6047,125
6048,14
6049,289
6050,662
6051,27
6052,180
6053,33
6054,10
6055,11
6056,155
6057,3
6058,834
6059,50
6060,104
6061,336
6062,1
6063,581
6064,66
6065,90
6066,192
6067,225
6068,30
6069,363
6070,113
6071,581
6072,105
6073,95
6074,276
6075,108
6076,376
6077,21
6078,300
6079,128
6080,120
6081,15
6082,209
6083,247
6084,405
6085,185
6086,113
6087,806
6088,5
6089,21
6090,31
6091,181
6092,206
6093,132
6094,68
6095,1
6096,140
6097,23
6098,362
6099,364
6100,454
6101,253
6102,225
6103,155
6104,13
6105,306
6106,301
6107,463
6108,243
6109,332
6110,50
6111,2
6112,214
6113,28
6114,99
6115,274
6116,199
6117,172
6118,356
6119,161
6120,130
6121,43
6122,72
6123,110
6124,55
6125,251
6126,271
6127,842
6128,3
6129,26
6130,241
6131,8
6132,82
6133,495
6134,56
6135,317
6136,8
6137,9
6138,129
6139,88
6140,1
6141,229
6142,78
6143,357
6144,22
6145,217
6146,146
6147,5
6148,566
6149,79
6150,295
6151,10
6152,231
6153,31
6154,134
6155,7
6156,435
6157,389
6158,14
6159,45
6160,63
6161,159
6162,10
6163,428
6164,224
6165,70
6166,42
6167,341
6168,57
6169,96
6170,127
6171,1
6172,44
6173,121
6174,3
6175,120
6176,375
6177,324
6178,28
6179,349
6180,16
6181,556
6182,195
6183,13
6184,159
6185,18
6186,299
6187,86
6188,360
6189,128
6190,78
6191,743
6192,190
6193,334
6194,73
6195,242
6196,38
6197,226
6198,69
6199,45
6200,5
6201,42
6202,82
6203,10
6204,327
6205,196
6206,30
6207,38
6208,44
6209,12
6210,526
6211,32
6212,44
6213,619
6214,494
6215,545
6216,45
6217,76
6218,354
6219,20
6220,704
6221,35
6222,270
6223,24
6224,7
6225,349
6226,26
6227,69
6228,547
6229,64
6230,16
6231,94
6232,253
6233,306
6234,463
6235,743
6236,126
6237,6
6238,16
6239,233
6240,93
6241,35
6242,586
6243,14
6244,21
6245,20
6246,255
6247,135
6248,421
6249,10
6250,334
6251,359
6252,32
6253,223
6254,196
6255,835
6256,188
6257,91
6258,372
6259,39
6260,12
6261,106
6262,766
6263,4
6264,118
6265,476
6266,102
6267,66
6268,62
6269,218
6270,32
6271,566
6272,138
6273,10
6274,103
6275,147
6276,125
6277,70
6278,45
6279,306
6280,71
6281,99
6282,82
6283,283
6284,4
6285,71
6286,151
6287,321
6288,356
6289,351
6290,113
6291,169
6292,43
6293,593
6294,287
6295,12
6296,36
6297,44
6298,27
6299,14
6300,18
6301,81
6302,138
6303,254
6304,669
6305,270
6306,149
6307,32
6308,179
6309,39
6310,95
6311,42
6312,145
6313,124
6314,21
6315,432
6316,43
6317,21
6318,104
6319,272
6320,180
6321,171
6322,32
6323,262
6324,392
6325,127
6326,87
6327,150
6328,138
6329,327
6330,375
6331,134
6332,15
6333,294
6334,33
6335,404
6336,302
6337,4
6338,185
6339,1
6340,558
6341,202
6342,439
6343,23
6344,75
6345,776
6346,3
6347,42
6348,98
6349,95
6350,263
6351,22
6352,96
6353,262
6354,285
6355,417
6356,339
6357,110
6358,62
6359,671
6360,2
6361,15
6362,64
6363,224
6364,449
6365,275
6366,9
6367,123
6368,25
6369,6
6370,169
6371,191
6372,200
6373,291
6374,436
6375,7
6376,576
6377,568
6378,14
6379,225
6380,6
6381,6
6382,618
6383,202
6384,382
6385,46
6386,260
6387,70
6388,42
6389,134
6390,199
6391,131
6392,501
6393,96
6394,580
6395,48
6396,50
6397,235
6398,39
6399,23
6400,382
6401,74
6402,1
6403,103
6404,14
6405,13
6406,14
6407,480
6408,227
6409,6
6410,102
6411,267
6412,627
6413,30
6414,12
6415,235
6416,219
6417,65
6418,302
6419,73
6420,5
6421,266
6422,382
6423,251
6424,274
6425,401
6426,148
6427,10
6428,181
6429,127
6430,24
6431,211
6432,293
6433,272
6434,30
6435,472
6436,120
6437,64
6438,2
6439,89
6440,174
6441,15
6442,106
6443,173
6444,810
6445,153
6446,16
6447,9
6448,66
6449,77
6450,9
6451,69
6452,72
6453,968
6454,456
6455,98
6456,633
6457,513
6458,157
6459,32
6460,10
6461,420
6462,119
6463,157
6464,328
6465,199
6466,6
6467,53
6468,34
6469,19
6470,4
6471,172
6472,350
6473,395
6474,234
6475,323
6476,137
6477,236
6478,206
6479,443
6480,219
6481,64
6482,384
6483,107
6484,32
6485,313
6486,121
6487,281
6488,858
6489,142
6490,144
6491,82
6492,142
6493,438
6494,6
6495,465
6496,439
6497,72
6498,154
6499,35
6500,11
6501,380
6502,255
6503,34
6504,77
6505,178
6506,263
6507,84
6508,68
6509,7
6510,147
6511,17
6512,312
6513,5
6514,64
6515,208
6516,356
6517,280
6518,175
6519,90
6520,185
6521,19
6522,151
6523,11
6524,602
6525,89
6526,113
6527,596
6528,18
6529,107
6530,8
6531,275
6532,55
6533,4
6534,124
6535,3
6536,4
6537,329
6538,572
6539,6
6540,184
6541,1
6542,54
6543,66
6544,456
6545,597
6546,110
6547,173
6548,17
6549,208
6550,561
6551,114
6552,118
6553,11
6554,100
6555,109
6556,232
6557,259
6558,198
6559,438
6560,419
6561,145
6562,6
6563,550
6564,168
6565,356
6566,102
6567,499
6568,205
6569,31
6570,9
6571,31
6572,37
6573,33
6574,6
6575,307
6576,20
6577,380
6578,70
6579,678
6580,948
6581,256
6582,260
6583,63
6584,356
6585,131
6586,8
6587,9
6588,75
6589,377
6590,277
6591,80
6592,287
6593,96
6594,191
6595,182
6596,9
6597,577
6598,87
6599,92
6600,174
6601,579
6602,265
6603,5
6604,22
6605,246
6606,4
6607,95
6608,163
6609,415
6610,33
6611,188
6612,270
6613,52
6614,187
6615,31
6616,1
6617,45
6618,4
6619,201
6620,3
6621,39
6622,13
6623,10
6624,321
6625,388
6626,107
6627,523
6628,179
6629,198
6630,73
6631,61
6632,155
6633,277
6634,235
6635,335
6636,269
6637,271
6638,172
6639,3
6640,102
6641,179
6642,679
6643,76
6644,6
6645,49
6646,106
6647,300
6648,178
6649,377
6650,89
6651,259
6652,197
6653,235
6654,315
6655,123
6656,436
6657,2
6658,398
6659,395
6660,41
6661,161
6662,26
6663,39
6664,386
6665,351
6666,116
6667,169
6668,627
6669,525
6670,5
6671,135
6672,50
6673,126
6674,209
6675,16
6676,202
6677,332
6678,18
6679,19
6680,3
6681,243
6682,346
6683,3
6684,46
6685,256
6686,525
6687,353
6688,165
6689,177
6690,175
6691,298
6692,495
6693,7
6694,4
6695,1
6696,5
6697,71
6698,143
6699,135
6700,109
6701,53
6702,8
6703,150
6704,105
6705,191
6706,856
6707,23
6708,13
6709,665
6710,30
6711,579
6712,35
6713,504
6714,1
6715,41
6716,201
6717,658
6718,10
6719,210
6720,11
6721,169
6722,48
6723,304
6724,179
6725,181
6726,34
6727,58
6728,6
6729,18
6730,5
6731,4
6732,34
6733,237
6734,385
6735,286
6736,27
6737,69
6738,14
6739,491
6740,590
6741,431
6742,7
6743,5
6744,138
6745,283
6746,20
6747,296
6748,1
6749,372
6750,146
6751,7
6752,392
6753,3
6754,50
6755,309
6756,170
6757,222
6758,277
6759,71
6760,78
6761,484
6762,74
6763,78
6764,124
6765,243
6766,444
6767,93
6768,375
6769,196
6770,94
6771,89
6772,585
6773,15
6774,302
6775,45
6776,4
6777,24
6778,310
6779,17
6780,215
6781,228
6782,251
6783,2
6784,230
6785,140
6786,190
6787,76
6788,443
6789,5
6790,51
6791,99
6792,152
6793,224
6794,662
6795,7
6796,164
6797,487
6798,26
6799,162
6800,313
6801,7
6802,339
6803,119
6804,33
6805,605
6806,4
6807,4
6808,21
6809,167
6810,34
6811,142
6812,79
6813,379
6814,334
6815,66
6816,132
6817,7
6818,327
6819,343
6820,9
6821,86
6822,115
6823,569
6824,50
6825,5
6826,34
6827,99
6828,55
6829,95
6830,343
6831,292
6832,381
6833,4
6834,130
6835,17
6836,31
6837,67
6838,241
6839,265
6840,81
6841,90
6842,7
6843,18
6844,406
6845,64
6846,316
6847,2
6848,118
6849,407
6850,357
6851,258
6852,77
6853,83
6854,28
6855,162
6856,392
6857,44
6858,187
6859,47
6860,335
6861,153
6862,523
6863,152
6864,282
6865,177
6866,11
6867,16
6868,352
6869,72
6870,8
6871,6
6872,23
6873,770
6874,276
6875,100
6876,180
6877,150
6878,128
6879,127
6880,99
6881,201
6882,5
6883,1
6884,488
6885,108
6886,823
6887,17
6888,24
6889,382
6890,286
6891,106
6892,4
6893,82
6894,51
6895,1
6896,309
6897,10
6898,39
6899,118
6900,294
6901,224
6902,1
6903,148
6904,294
6905,190
6906,9
6907,181
6908,185
6909,564
6910,600
6911,173
6912,21
6913,97
6914,229
6915,222
6916,525
6917,31
6918,135
6919,137
6920,17
6921,194
6922,4
6923,511
6924,331
6925,514
6926,217
6927,7
6928,18
6929,211
6930,483
6931,315
6932,53
6933,40
6934,389
6935,84
6936,498
6937,16
6938,276
6939,258
6940,98
6941,4
6942,35
6943,271
6944,39
6945,309
6946,153
6947,201
6948,293
6949,409
6950,299
6951,148
6952,70
6953,8
6954,78
6955,852
6956,132
6957,644
6958,47
6959,375
6960,135
6961,260
6962,16
6963,7
6964,234
6965,116
6966,202
6967,6
6968,25
6969,286
6970,466
6971,294
6972,138
6973,86
6974,31
6975,149
6976,309
6977,263
6978,248
6979,564
6980,31
6981,5
6982,144
6983,178
6984,223
6985,84
6986,110
6987,150
6988,54
6989,166
6990,522
6991,217
6992,29
6993,258
6994,4
6995,212
6996,207
6997,30
6998,10
6999,107
7000,301
7001,51
7002,46
7003,129
7004,385
7005,274
7006,60
7007,407
7008,148
7009,291
7010,381
7011,667
7012,7
7013,654
7014,6
7015,97
7016,9
7017,214
7018,64
7019,376
7020,189
7021,11
7022,207
7023,170
7024,4
7025,12
7026,155
7027,331
7028,189
7029,102
7030,176
7031,22
7032,338
7033,176
7034,139
7035,47
7036,743
7037,64
7038,446
7039,73
7040,478
7041,181
7042,113
7043,256
7044,28
7045,142
7046,344
7047,513
7048,322
7049,236
7050,86
7051,110
7052,12
7053,456
7054,134
7055,88
7056,228
7057,343
7058,2
7059,488
7060,164
7061,71
7062,452
7063,24
7064,571
7065,190
7066,162
7067,596
7068,183
7069,48
7070,140
7071,25
7072,203
7073,101
7074,125
7075,301
7076,447
7077,147
7078,425
7079,73
7080,344
7081,138
7082,476
7083,14
7084,542
7085,125
7086,169
7087,15
7088,59
7089,391
7090,89
7091,204
7092,5
7093,354
7094,582
7095,279
7096,70
7097,57
7098,591
7099,28
7100,712
7101,122
7102,104
7103,154
7104,316
7105,98
7106,353
7107,103
7108,812
7109,163
7110,8
7111,6
7112,203
7113,147
7114,479
7115,5
7116,137
7117,330
7118,109
7119,360
7120,62
7121,311
7122,55
7123,396
7124,150
7125,28
7126,9
7127,134
7128,169
7129,165
7130,82
7131,210
7132,228
7133,120
7134,810
7135,11
7136,377
7137,11
7138,101
7139,268
7140,167
7141,14
7142,209
7143,129
7144,119
7145,141
7146,84
7147,44
7148,12
7149,29
7150,4
7151,213
7152,146
7153,14
7154,137
7155,192
7156,105
7157,167
7158,355
7159,131
7160,691
7161,6
7162,77
7163,147
7164,104
7165,162
7166,212
7167,259
7168,451
7169,415
7170,292
7171,4
7172,129
7173,174
7174,94
7175,128
7176,601
7177,13
7178,162
7179,6
7180,74
7181,4
7182,198
7183,139
7184,320
7185,230
7186,177
7187,270
7188,189
7189,297
7190,425
7191,72
7192,491
7193,190
7194,259
7195,219
7196,57
7197,226
7198,37
7199,282
7200,11
7201,9
7202,51
7203,29
7204,120
7205,116
7206,447
7207,386
7208,19
7209,144
7210,256
7211,69
7212,166
7213,14
7214,23
7215,202
7216,343
7217,124
7218,7
7219,157
7220,616
7221,1
7222,249
7223,115
7224,304
7225,7
7226,446
7227,136
7228,436
7229,14
7230,266
7231,639
7232,162
7233,142
7234,10
7235,139
7236,9
7237,88
7238,17
7239,151
7240,127
7241,78
7242,245
7243,165
7244,215
7245,20
7246,14
7247,358
7248,124
7249,43
7250,404
7251,209
7252,204
7253,3
7254,16
7255,331
7256,14
7257,7
7258,300
7259,8
7260,202
7261,254
7262,281
7263,111
7264,490
7265,97
7266,386
7267,451
7268,416
7269,21
7270,33
7271,211
7272,36
7273,319
7274,481
7275,94
7276,89
7277,44
7278,154
7279,11
7280,358
7281,40
7282,453
7283,164
7284,71
7285,375
7286,95
7287,239
7288,72
7289,303
7290,6
7291,115
7292,330
7293,89
7294,130
7295,62
7296,272
7297,278
7298,183
7299,114
7300,90
7301,248
7302,60
7303,57
7304,87
7305,87
7306,298
7307,2
7308,168
7309,167
7310,48
7311,206
7312,440
7313,347
7314,122
7315,278
7316,5
7317,143
7318,179
7319,74
7320,50
7321,154
7322,99
7323,162
7324,819
7325,179
7326,220
7327,319
7328,394
7329,729
7330,109
7331,11
7332,614
7333,418
7334,358
7335,78
7336,138
7337,263
7338,26
7339,19
7340,86
7341,154
7342,340
7343,22
7344,253
7345,47
7346,782
7347,145
7348,29
7349,9
7350,256
7351,211
7352,2
7353,21
7354,32
7355,500
7356,134
7357,136
7358,30
7359,165
7360,14
7361,70
7362,288
7363,5
7364,226
7365,4
7366,304
7367,28
7368,18
7369,115
7370,2
7371,67
7372,314
7373,29
7374,308
7375,117
7376,16
7377,12
7378,48
7379,120
7380,317
7381,60
7382,185
7383,43
7384,366
7385,30
7386,334
7387,8
7388,177
7389,207
7390,210
7391,290
7392,156
7393,105
7394,642
7395,5
7396,413
7397,3
7398,466
7399,41
7400,451
7401,199
7402,306
7403,302
7404,69
7405,193
7406,332
7407,33
7408,678
7409,234
7410,565
7411,101
7412,3
7413,4
7414,101
7415,112
7416,172
7417,26
7418,14
7419,294
7420,4
7421,109
7422,371
7423,868
7424,262
7425,154
7426,46
7427,269
7428,167
7429,85
7430,165
7431,165
7432,99
7433,5
7434,571
7435,86
7436,119
7437,219
7438,11
7439,197
7440,169
7441,97
7442,9
7443,7
7444,400
7445,6
7446,281
7447,26
7448,123
7449,19
7450,87
7451,292
7452,262
7453,3
7454,35
7455,153
7456,435
7457,228
7458,106
7459,852
7460,92
7461,162
7462,9
7463,138
7464,15
7465,28
7466,154
7467,378
7468,108
7469,499
7470,165
7471,19
7472,168
7473,17
7474,400
7475,315
7476,133
7477,8
7478,48
7479,3
7480,215
7481,212
7482,296
7483,62
7484,25
7485,137
7486,17
7487,86
7488,322
7489,228
7490,405
7491,272
7492,7
7493,46
7494,333
7495,452
7496,568
7497,68
7498,454
7499,147
7500,328
7501,562
7502,30
7503,62
7504,10
7505,90
7506,268
7507,11
7508,11
7509,21
7510,276
7511,50
7512,518
7513,1
7514,404
7515,138
7516,131
7517,3
7518,182
7519,379
7520,226
7521,16
7522,220
7523,173
7524,72
7525,45
7526,5
7527,420
7528,350
7529,383
7530,549
7531,153
7532,305
7533,61
7534,630
7535,74
7536,369
7537,143
7538,79
7539,9
7540,134
7541,2
7542,290
7543,275
7544,217
7545,251
7546,107
7547,83
7548,413
7549,169
7550,16
7551,185
7552,91
7553,459
7554,368
7555,152
7556,113
7557,7
7558,517
7559,205
7560,283
7561,23
7562,80
7563,175
7564,491
7565,62
7566,350
7567,10
7568,37
7569,145
7570,107
7571,211
7572,155
7573,202
7574,8
7575,418
7576,5
7577,254
7578,197
7579,159
7580,141
7581,89
7582,55
7583,3
7584,13
7585,46
7586,12
7587,139
7588,121
7589,449
7590,360
7591,79
7592,84
7593,57
7594,31
7595,52
7596,230
7597,137
7598,228
7599,360
7600,503
7601,64
7602,132
7603,30
7604,266
7605,130
7606,69
7607,127
7608,72
7609,3
7610,56
7611,72
7612,90
7613,232
7614,93
7615,4
7616,231
7617,55
7618,92
7619,13
7620,15
7621,894
7622,513
7623,268
7624,210
7625,29
7626,98
7627,2
7628,69
7629,16
7630,179
7631,60
7632,5
7633,24
7634,462
7635,220
7636,67
7637,317
7638,67
7639,216
7640,273
7641,75
7642,32
7643,213
7644,3
7645,52
7646,9
7647,220
7648,303
7649,24
7650,540
7651,299
7652,154
7653,249
7654,229
7655,203
7656,643
7657,139
7658,117
7659,103
7660,48
7661,9
7662,23
7663,280
7664,145
7665,328
7666,183
7667,318
7668,7
7669,16
7670,247
7671,261
7672,64
7673,66
7674,178
7675,88
7676,164
7677,57
7678,168
7679,3
7680,26
7681,347
7682,155
7683,453
7684,15
7685,301
7686,270
7687,291
7688,281
7689,243
7690,64
7691,130
7692,372
7693,38
7694,51
7695,738
7696,117
7697,162
7698,310
7699,20
7700,463
7701,268
7702,3
7703,515
7704,456
7705,6
7706,93
7707,404
7708,463
7709,627
7710,112
7711,10
7712,505
7713,123
7714,196
7715,41
7716,283
7717,206
7718,24
7719,222
7720,2
7721,13
7722,61
7723,332
7724,3
7725,514
7726,165
7727,330
7728,654
7729,259
7730,42
7731,276
7732,369
7733,132
7734,372
7735,217
7736,474
7737,427
7738,193
7739,491
7740,477
7741,4
7742,113
7743,977
7744,106
7745,137
7746,117
7747,476
7748,66
7749,240
7750,26
7751,296
7752,6
7753,57
7754,214
7755,748
7756,62
7757,383
7758,28
7759,71
7760,89
7761,267
7762,441
7763,153
7764,378
7765,53
7766,22
7767,277
7768,107
7769,48
7770,296
7771,97
7772,148
7773,272
7774,313
7775,573
7776,608
7777,97
7778,480
7779,227
7780,3
7781,585
7782,3
7783,172
7784,472
7785,416
7786,103
7787,514
7788,168
7789,284
7790,114
7791,150
7792,238
7793,31
7794,346
7795,314
7796,173
7797,1
7798,229
7799,453
7800,173
7801,3
7802,374
7803,193
7804,209
7805,93
7806,8
7807,43
7808,285
7809,297
7810,8
7811,3
7812,5
7813,60
7814,167
7815,372
7816,218
7817,113
7818,420
7819,2
7820,3
7821,197
7822,227
7823,440
7824,168
7825,119
7826,117
7827,261
7828,6
7829,152
7830,357
7831,3
7832,197
7833,479
7834,6
7835,6
7836,288
7837,596
7838,417
7839,417
7840,34
7841,286
7842,67
7843,122
7844,374
7845,27
7846,43
7847,3
7848,674
7849,459
7850,118
7851,152
7852,204
7853,194
7854,251
7855,265
7856,90
7857,615
7858,181
7859,265
7860,160
7861,342
7862,161
7863,107
7864,214
7865,18
7866,8
7867,2
7868,30
7869,168
7870,144
7871,41
7872,296
7873,5
7874,2
7875,285
7876,152
7877,137
7878,11
7879,205
7880,5
7881,5
7882,310
7883,87
7884,542
7885,352
7886,269
7887,12
7888,341
7889,376
7890,189
7891,545
7892,261
7893,72
7894,255
7895,202
7896,7
7897,224
7898,189
7899,34
7900,139
7901,158
7902,51
7903,248
7904,153
7905,239
7906,205
7907,113
7908,517
7909,416
7910,154
7911,326
7912,93
7913,89
7914,55
7915,175
7916,129
7917,122
7918,355
7919,704
7920,46
7921,248
7922,164
7923,4
7924,269
7925,108
7926,259
7927,811
7928,205
7929,559
7930,105
7931,123
7932,145
7933,176
7934,692
7935,71
7936,288
7937,254
7938,206
7939,35
7940,209
7941,237
7942,38
7943,226
7944,80
7945,192
7946,99
7947,254
7948,463
7949,34
7950,131
7951,269
7952,260
7953,267
7954,53
7955,351
7956,402
7957,525
7958,151
7959,13
7960,571
7961,283
7962,457
7963,222
7964,642
7965,149
7966,124
7967,107
7968,70
7969,175
7970,41
7971,129
7972,4
7973,246
7974,185
7975,8
7976,579
7977,170
7978,108
7979,1
7980,274
7981,88
7982,266
7983,94
7984,2
7985,390
7986,258
7987,311
7988,185
7989,148
7990,67
7991,4
7992,118
7993,274
7994,123
7995,20
7996,288
7997,157
7998,91
7999,134
8000,65
8001,343
8002,405
8003,355
8004,76
8005,101
8006,60
8007,54
8008,268
8009,36
8010,417
8011,473
8012,22
8013,187
8014,287
8015,137
8016,13
8017,478
8018,23
8019,216
8020,270
8021,580
8022,201
8023,163
8024,475
8025,32
8026,49
8027,225
8028,298
8029,288
8030,20
8031,38
8032,9
8033,264
8034,204
8035,330
8036,494
8037,11
8038,20
8039,88
8040,14
8041,176
8042,16
8043,5
8044,16
8045,72
8046,86
8047,55
8048,396
8049,54
8050,228
8051,29
8052,6
8053,195
8054,28
8055,11
8056,229
8057,470
8058,3
8059,21
8060,6
8061,205
8062,40
8063,144
8064,83
8065,514
8066,458
8067,15
8068,125
8069,78
8070,163
8071,238
8072,636
8073,3
8074,21
8075,2
8076,380
8077,25
8078,141
8079,676
8080,503
8081,2
8082,191
8083,65
8084,6
8085,258
8086,827
8087,107
8088,103
8089,299
8090,31
8091,105
8092,43
8093,248
8094,571
8095,144
8096,370
8097,403
8098,114
8099,11
8100,65
8101,59
8102,59
8103,794
8104,7
8105,370
8106,8
8107,15
8108,342
8109,140
8110,30
8111,808
8112,554
8113,418
8114,350
8115,114
8116,271
8117,16
8118,739
8119,159
8120,775
8121,52
8122,114
8123,164
8124,132
8125,93
8126,552
8127,87
8128,7
8129,86
8130,161
8131,144
8132,122
8133,837
8134,64
8135,169
8136,55
8137,7
8138,426
8139,470
8140,6
8141,204
8142,112
8143,254
8144,270
8145,318
8146,176
8147,12
8148,22
8149,34
8150,3
8151,80
8152,209
8153,203
8154,388
8155,531
8156,23
8157,338
8158,261
8159,361
8160,115
8161,2
8162,34
8163,269
8164,56
8165,435
8166,10
8167,243
8168,165
8169,445
8170,161
8171,24
8172,42
8173,303
8174,428
8175,170
8176,183
8177,331
8178,212
8179,263
8180,3
8181,183
8182,525
8183,24
8184,505
8185,77
8186,759
8187,408
8188,11
8189,130
8190,324
8191,12
8192,131
8193,224
8194,285
8195,56
8196,13
8197,5
8198,233
8199,131
8200,12
8201,189
8202,300
8203,656
8204,255
8205,237
8206,504
8207,49
8208,151
8209,66
8210,203
8211,186
8212,3
8213,412
8214,265
8215,5
8216,13
8217,129
8218,189
8219,41
8220,117
8221,37
8222,215
8223,217
8224,13
8225,342
8226,32
8227,20
8228,80
8229,685
8230,18
8231,196
8232,470
8233,518
8234,483
8235,109
8236,121
8237,2
8238,93
8239,85
8240,83
8241,65
8242,517
8243,6
8244,68
8245,386
8246,5
8247,297
8248,76
8249,150
8250,243
8251,16
8252,135
8253,126
8254,421
8255,53
8256,397
8257,13
8258,10
8259,94
8260,747
8261,460
8262,31
8263,299
8264,146
8265,205
8266,118
8267,123
8268,171
8269,365
8270,280
8271,284
8272,45
8273,197
8274,265
8275,126
8276,19
8277,57
8278,276
8279,17
8280,48
8281,180
8282,210
8283,33
8284,104
8285,7
8286,315
8287,5
8288,34
8289,46
8290,153
8291,152
8292,87
8293,598
8294,60
8295,465
8296,198
8297,304
8298,140
8299,212
8300,272
8301,5
8302,17
8303,351
8304,520
8305,5
8306,44
8307,104
8308,493
8309,217
8310,19
8311,111
8312,14
8313,5
8314,305
8315,157
8316,367
8317,78
8318,178
8319,127
8320,43
8321,176
8322,66
8323,33
8324,240
8325,814
8326,226
8327,148
8328,527
8329,297
8330,321
8331,220
8332,8
8333,568
8334,25
8335,107
8336,345
8337,100
8338,52
8339,150
8340,92
8341,363
8342,122
8343,33
8344,79
8345,71
8346,546
8347,5
8348,702
8349,5
8350,86
8351,381
8352,134
8353,282
8354,218
8355,8
8356,2
8357,134
8358,6
8359,62
8360,463
8361,503
8362,233
8363,719
8364,492
8365,2
8366,146
8367,359
8368,75
8369,274
8370,124
8371,16
8372,318
8373,156
8374,70
8375,455
8376,2
8377,272
8378,11
8379,91
8380,181
8381,71
8382,36
8383,4
8384,238
8385,225
8386,153
8387,52
8388,141
8389,54
8390,2
8391,19
8392,88
8393,60
8394,165
8395,29
8396,110
8397,354
8398,20
8399,88
8400,14
8401,445
8402,5
8403,6
8404,25
8405,180
8406,102
8407,132
8408,266
8409,56
8410,402
8411,512
8412,401
8413,343
8414,51
8415,41
8416,105
8417,21
8418,391
8419,32
8420,88
8421,1
8422,202
8423,363
8424,201
8425,430
8426,323
8427,10
8428,706
8429,280
8430,201
8431,298
8432,136
8433,255
8434,118
8435,54
8436,125
8437,210
8438,23
8439,195
8440,138
8441,1
8442,31
8443,28
8444,1
8445,2
8446,83
8447,6
8448,162
8449,7
8450,187
8451,158
8452,104
8453,5
8454,45
8455,493
8456,3
8457,330
8458,89
8459,147
8460,135
8461,250
8462,75
8463,52
8464,117
8465,327
8466,274
8467,289
8468,653
8469,12
8470,844
8471,562
8472,116
8473,9
8474,205
8475,917
8476,249
8477,221
8478,74
8479,52
8480,71
8481,242
8482,139
8483,213
8484,238
8485,405
8486,451
8487,155
8488,52
8489,9
8490,215
8491,94
8492,1
8493,72
8494,232
8495,221
8496,26
8497,3
8498,69
8499,603
8500,42
8501,6
8502,7
8503,419
8504,107
8505,456
8506,213
8507,99
8508,231
8509,649
8510,2
8511,23
8512,6
8513,244
8514,261
8515,423
8516,126
8517,256
8518,4
8519,109
8520,68
8521,7
8522,262
8523,722
8524,830
8525,387
8526,241
8527,156
8528,407
8529,15
8530,440
8531,36
8532,128
8533,382
8534,361
8535,143
8536,526
8537,11
8538,76
8539,39
8540,226
8541,50
8542,1
8543,638
8544,45
8545,185
8546,4
8547,260
8548,83
8549,157
8550,17
8551,64
8552,42
8553,26
8554,97
8555,366
8556,111
8557,24
8558,317
8559,5
8560,18
8561,139
8562,61
8563,10
8564,51
8565,342
8566,320
8567,38
8568,245
8569,42
8570,157
8571,10
8572,68
8573,8
8574,369
8575,385
8576,21
8577,285
8578,71
8579,44
8580,167
8581,286
8582,3
8583,245
8584,9
8585,182
8586,244
8587,50
8588,70
8589,420
8590,302
8591,484
8592,64
8593,158
8594,117
8595,294
